iso2,year,new_sp,new_sp_m04,new_sp_m514,new_sp_m014,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_mu,new_sp_f04,new_sp_f514,new_sp_f014,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sp_fu
"SN",2004,6437,,,60,1085,1464,915,506,264,213,,,,73,620,485,324,211,139,78,
"SN",2005,6722,,,71,1050,1561,904,533,274,236,,,,83,709,568,351,185,116,81,
"SN",2006,6882,,,60,1124,1606,919,553,292,230,,,,74,676,572,360,204,124,88,
"SN",2007,7108,,,57,1053,1722,875,549,329,251,,,,73,761,603,378,241,121,95,
"SN",2008,7584,2,65,67,1274,1767,907,593,351,228,0,1,78,79,816,659,368,230,148,97,0
"SO",1983,,,,,,,,,,,,,,,,,,,,,
"SO",1984,,,,,,,,,,,,,,,,,,,,,
"SO",1985,,,,,,,,,,,,,,,,,,,,,
"SO",1986,,,,,,,,,,,,,,,,,,,,,
"SO",1987,,,,,,,,,,,,,,,,,,,,,
"SO",1988,,,,,,,,,,,,,,,,,,,,,
"SO",1989,,,,,,,,,,,,,,,,,,,,,
"SO",1994,1168,,,,,,,,,,,,,,,,,,,,
"SO",1995,1572,,,46,334,730,201,127,278,109,,,,38,158,139,97,40,25,16,
"SO",1996,2894,,,45,439,557,263,153,82,63,,,,49,221,224,108,50,38,26,
"SO",1997,3093,,,72,565,658,311,187,172,112,,,,63,296,313,173,82,56,37,
"SO",1998,3121,,,99,541,599,337,198,145,126,,,,77,270,321,176,78,74,80,
"SO",1999,3461,,,136,643,678,383,175,175,124,,,,131,302,302,190,100,74,74,
"SO",2000,3776,,,113,740,724,408,254,195,142,,,,85,354,319,219,110,72,41,
"SO",2001,4640,,,125,899,880,476,310,257,196,,,,91,439,413,259,129,97,69,
"SO",2002,4818,,,119,922,821,478,307,219,176,,,,112,468,447,302,172,111,75,
"SO",2003,5190,,,118,1054,850,513,319,250,214,,,,106,535,462,333,171,161,104,
"SO",2004,6479,,,175,1228,1059,610,419,326,278,,,,129,676,618,428,266,157,110,
"SO",2005,7068,,,125,1343,1114,725,458,330,319,,,,169,752,636,436,292,212,157,
"SO",2006,6861,,,166,1377,1121,647,436,309,336,,,,170,668,628,432,269,171,131,
"SO",2007,6130,,,125,1239,1008,578,407,296,289,,,,135,602,520,378,243,181,129,
"SO",2008,6520,,,116,1273,1067,635,422,314,298,0,,,138,604,587,439,285,191,151,0
"SR",1980,,,,,,,,,,,,,,,,,,,,,
"SR",1981,,,,,,,,,,,,,,,,,,,,,
"SR",1982,,,,,,,,,,,,,,,,,,,,,
"SR",1983,,,,,,,,,,,,,,,,,,,,,
"SR",1984,,,,,,,,,,,,,,,,,,,,,
"SR",1985,,,,,,,,,,,,,,,,,,,,,
"SR",1986,,,,,,,,,,,,,,,,,,,,,
"SR",1987,,,,,,,,,,,,,,,,,,,,,
"SR",1988,,,,,,,,,,,,,,,,,,,,,
"SR",1989,,,,,,,,,,,,,,,,,,,,,
"SR",1990,,,,,,,,,,,,,,,,,,,,,
"SR",1991,,,,,,,,,,,,,,,,,,,,,
"SR",1992,,,,,,,,,,,,,,,,,,,,,
"SR",1993,,,,,,,,,,,,,,,,,,,,,
"SR",1994,,,,,,,,,,,,,,,,,,,,,
"SR",1995,,,,,,,,,,,,,,,,,,,,,
"SR",1996,39,,,1,5,11,11,0,4,6,,,,2,3,6,5,0,3,3,
"SR",1997,31,,,0,6,7,3,2,0,2,,,,0,4,1,0,1,0,1,
"SR",1998,32,,,,,,,,,,,,,,,,,,,,
"SR",1999,36,,,,,,,,,,,,,,,,,,,,
"SR",2000,37,,,1,6,6,3,2,0,4,,,,2,3,6,3,0,1,1,
"SR",2001,36,,,1,2,7,3,2,4,5,,,,0,2,5,3,2,0,2,
"SR",2002,42,,,2,1,12,10,2,3,2,,,,0,3,2,4,2,0,1,
"SR",2003,35,,,0,5,1,13,6,1,6,,,,1,4,2,2,2,1,1,
"SR",2004,37,,,0,6,8,14,6,2,4,,,,0,3,2,1,1,1,1,
"SR",2005,49,,,0,7,8,12,6,3,4,,,,0,3,2,1,2,1,2,
"SR",2006,63,1,4,5,6,13,9,4,1,7,,0,2,2,1,4,1,8,0,2,
"SR",2007,,,,,,,,,,,,,,,,,,,,,
"SR",2008,68,,,,,,,,,,,,,,,,,,,,
"ST",1980,,,,,,,,,,,,,,,,,,,,,
"ST",1981,,,,,,,,,,,,,,,,,,,,,
"ST",1982,,,,,,,,,,,,,,,,,,,,,
"ST",1983,,,,,,,,,,,,,,,,,,,,,
"ST",1984,,,,,,,,,,,,,,,,,,,,,
"ST",1985,,,,,,,,,,,,,,,,,,,,,
"ST",1986,,,,,,,,,,,,,,,,,,,,,
"ST",1987,,,,,,,,,,,,,,,,,,,,,
"ST",1988,,,,,,,,,,,,,,,,,,,,,
"ST",1990,,,,,,,,,,,,,,,,,,,,,
"ST",1991,,,,,,,,,,,,,,,,,,,,,
"ST",1993,,,,,,,,,,,,,,,,,,,,,
"ST",1994,,,,,,,,,,,,,,,,,,,,,
"ST",1998,,,,,,,,,,,,,,,,,,,,,
"ST",1999,30,,,,,,,,,,,,,,,,,,,,
"ST",2000,30,,,1,5,11,4,7,3,10,,,,3,7,15,5,7,4,15,
"ST",2001,41,,,0,7,14,6,6,5,12,,,,1,4,10,4,8,6,14,
"ST",2002,42,,,1,7,6,2,2,2,2,,,,0,6,5,2,3,2,2,
"ST",2003,33,,,1,2,4,5,3,0,1,,,,0,3,7,8,1,0,0,
"ST",2004,50,,,3,5,7,6,5,2,3,,,,1,4,5,5,2,1,1,
"ST",2005,49,,,2,5,7,6,4,5,2,,,,1,4,5,3,2,3,0,
"ST",2006,36,0,0,0,5,8,4,2,1,2,,0,0,1,4,7,0,0,1,1,
"ST",2007,58,0,0,0,4,12,8,4,4,0,,0,0,0,9,6,3,3,5,0,
"ST",2008,52,,,1,5,13,5,6,1,0,0,,,2,5,6,6,2,0,0,0
"SV",1980,,,,,,,,,,,,,,,,,,,,,
"SV",1981,,,,,,,,,,,,,,,,,,,,,
"SV",1982,,,,,,,,,,,,,,,,,,,,,
"SV",1983,,,,,,,,,,,,,,,,,,,,,
"SV",1984,,,,,,,,,,,,,,,,,,,,,
"SV",1985,,,,,,,,,,,,,,,,,,,,,
"SV",1986,,,,,,,,,,,,,,,,,,,,,
"SV",1987,,,,,,,,,,,,,,,,,,,,,
"SV",1988,,,,,,,,,,,,,,,,,,,,,
"SV",1989,,,,,,,,,,,,,,,,,,,,,
"SV",1990,,,,,,,,,,,,,,,,,,,,,
"SV",1991,,,,,,,,,,,,,,,,,,,,,
"SV",1992,,,,,,,,,,,,,,,,,,,,,
"SV",1993,2471,,,,,,,,,,,,,,,,,,,,
"SV",1994,2144,,,,,,,,,,,,,,,,,,,,
"SV",1995,,,,,,,,,,,,,,,,,,,,,
"SV",1996,965,,,102,76,76,77,57,54,92,,,,102,76,62,43,49,38,61,
"SV",1997,882,,,13,86,110,117,71,68,75,,,,17,67,72,44,33,42,45,
"SV",1998,1071,,,21,95,131,99,87,65,84,,,,21,81,93,53,40,43,71,
"SV",1999,1023,,,18,102,128,104,88,88,104,,,,20,81,73,61,47,44,65,
"SV",2000,1008,,,13,99,124,114,92,62,107,,,,28,81,76,63,63,39,47,
"SV",2001,1003,,,20,101,144,100,78,62,101,,,,22,68,86,59,59,53,50,
"SV",2002,980,,,8,85,127,101,91,59,93,,,,6,80,84,61,49,51,85,
"SV",2003,870,,,7,75,105,103,81,59,89,,,,7,70,71,47,48,44,64,
"SV",2004,926,,,5,92,121,90,84,77,91,,,,15,64,73,55,44,48,67,
"SV",2005,1059,,,5,97,140,128,104,74,117,,,,6,85,82,59,50,42,70,
"SV",2006,913,,,6,93,124,101,76,54,103,,,,7,71,80,49,50,38,61,
"SV",2007,942,0,8,8,79,179,110,73,62,95,,0,4,4,63,85,50,45,33,56,
"SV",2008,985,0,8,8,107,168,112,67,79,89,0,0,8,8,73,71,55,42,40,66,0
"SY",1980,,,,,,,,,,,,,,,,,,,,,
"SY",1981,,,,,,,,,,,,,,,,,,,,,
"SY",1982,,,,,,,,,,,,,,,,,,,,,
"SY",1983,,,,,,,,,,,,,,,,,,,,,
"SY",1984,,,,,,,,,,,,,,,,,,,,,
"SY",1985,,,,,,,,,,,,,,,,,,,,,
"SY",1986,,,,,,,,,,,,,,,,,,,,,
"SY",1987,,,,,,,,,,,,,,,,,,,,,
"SY",1988,,,,,,,,,,,,,,,,,,,,,
"SY",1989,,,,,,,,,,,,,,,,,,,,,
"SY",1990,,,,,,,,,,,,,,,,,,,,,
"SY",1991,,,,,,,,,,,,,,,,,,,,,
"SY",1992,,,,,,,,,,,,,,,,,,,,,
"SY",1994,,,,,,,,,,,,,,,,,,,,,
"SY",1995,1295,,,13,332,255,111,70,59,50,,,,22,158,97,53,44,37,20,
"SY",1996,1523,,,11,390,290,110,90,69,60,,,,12,200,107,57,51,45,31,
"SY",1997,1423,,,6,337,295,118,74,52,52,,,,23,201,112,47,31,36,18,
"SY",1998,1593,,,5,335,293,111,93,48,50,,,,20,197,99,43,49,18,21,
"SY",1999,1577,,,,,,,,,,,,,,,,,,,,
"SY",2000,1584,,,8,359,289,125,86,76,55,,,,23,195,101,53,46,38,28,
"SY",2001,1507,,,8,317,248,134,108,64,47,,,,26,210,116,56,50,42,28,
"SY",2002,1447,,,12,359,278,121,80,62,61,,,,23,182,116,53,43,31,26,
"SY",2003,1545,,,10,343,279,127,98,75,64,,,,26,242,99,68,48,33,33,
"SY",2004,1561,,,13,318,308,115,113,77,50,,,,20,230,121,46,56,59,35,
"SY",2005,1350,,,9,266,237,111,112,62,63,,,,27,182,108,59,59,32,23,
"SY",2006,1352,0,8,8,225,267,137,110,71,44,,0,18,18,195,109,42,53,39,34,
"SY",2007,1155,0,7,7,198,222,123,74,49,59,,0,14,14,148,106,41,43,30,41,
"SY",2008,1116,2,16,18,170,212,128,82,61,52,,0,30,30,149,80,48,32,29,25,
"SZ",1981,,,,,,,,,,,,,,,,,,,,,
"SZ",1982,,,,,,,,,,,,,,,,,,,,,
"SZ",1983,,,,,,,,,,,,,,,,,,,,,
"SZ",1987,,,,,,,,,,,,,,,,,,,,,
"SZ",1988,,,,,,,,,,,,,,,,,,,,,
"SZ",1989,,,,,,,,,,,,,,,,,,,,,
"SZ",1991,,,,,,,,,,,,,,,,,,,,,
"SZ",1993,,,,,,,,,,,,,,,,,,,,,
"SZ",1995,660,,,4,59,117,130,98,40,16,,,,5,52,57,39,29,8,6,
"SZ",1996,2226,,,79,39,250,335,263,200,120,,,,64,78,352,204,114,58,38,
"SZ",1997,,,,,,,,,,,,,,,,,,,,,
"SZ",1998,,,,,,,,,,,,,,,,,,,,,
"SZ",1999,1781,,,,,,,,,,,,,,,,,,,,
"SZ",2000,1823,,,11,130,352,249,138,37,17,,,,10,198,298,62,62,24,5,
"SZ",2001,1279,,,16,180,468,374,238,70,34,,,,22,362,474,196,74,18,16,
"SZ",2002,1410,,,1,94,244,182,117,33,10,,,,9,236,274,127,50,13,9,
"SZ",2003,1585,,,15,120,298,171,96,48,19,,,,14,242,325,145,60,20,8,
"SZ",2004,1902,,,6,152,316,245,140,53,21,,,,17,271,381,182,74,19,14,
"SZ",2005,2187,,,9,162,406,285,139,57,27,,,,14,318,453,207,73,21,8,
"SZ",2006,2539,,,32,187,452,268,164,91,45,,,,35,367,464,245,107,48,25,
"SZ",2007,2764,2,29,,223,479,344,182,57,27,,5,42,,411,576,232,98,39,18,
"SZ",2008,3105,1,28,29,231,552,357,193,80,35,0,2,37,39,427,663,309,114,57,19,0
"TC",1980,,,,,,,,,,,,,,,,,,,,,
"TC",1981,,,,,,,,,,,,,,,,,,,,,
"TC",1982,,,,,,,,,,,,,,,,,,,,,
"TC",1983,,,,,,,,,,,,,,,,,,,,,
"TC",1984,,,,,,,,,,,,,,,,,,,,,
"TC",1985,,,,,,,,,,,,,,,,,,,,,
"TC",1986,,,,,,,,,,,,,,,,,,,,,
"TC",1987,,,,,,,,,,,,,,,,,,,,,
"TC",1990,,,,,,,,,,,,,,,,,,,,,
"TC",1991,,,,,,,,,,,,,,,,,,,,,
"TC",1992,,,,,,,,,,,,,,,,,,,,,
"TC",1993,,,,,,,,,,,,,,,,,,,,,
"TC",1998,,,,,,,,,,,,,,,,,,,,,
"TC",1999,2,,,,,,,,,,,,,,,,,,,,
"TC",2000,,,,,,,,,,,,,,,,,,,,,
"TC",2001,1,,,,,,,,,,,,,,,,,,,,
"TC",2002,2,,,,,,1,,,,,,,,,1,,,,,
"TC",2003,6,,,0,0,2,0,0,0,0,,,,0,0,2,0,2,0,0,
"TC",2005,,,,,,,,,,,,,,,,,,,,,
"TC",2006,7,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,1,1,1,0,
"TC",2007,,,,,,,,,,,,,,,,,,,,,
"TC",2008,,,,,,,,,,,,,,,,,,,,,
"TD",1980,,,,,,,,,,,,,,,,,,,,,
"TD",1981,,,,,,,,,,,,,,,,,,,,,
"TD",1982,,,,,,,,,,,,,,,,,,,,,
"TD",1983,,,,,,,,,,,,,,,,,,,,,
"TD",1984,,,,,,,,,,,,,,,,,,,,,
"TD",1985,,,,,,,,,,,,,,,,,,,,,
"TD",1986,,,,,,,,,,,,,,,,,,,,,
"TD",1987,,,,,,,,,,,,,,,,,,,,,
"TD",1988,,,,,,,,,,,,,,,,,,,,,
"TD",1989,,,,,,,,,,,,,,,,,,,,,
"TD",1990,,,,,,,,,,,,,,,,,,,,,
"TD",1991,,,,,,,,,,,,,,,,,,,,,
"TD",1992,,,,,,,,,,,,,,,,,,,,,
"TD",1993,,,,,,,,,,,,,,,,,,,,,
"TD",1994,,,,,,,,,,,,,,,,,,,,,
"TD",1995,2002,,,,,,,,,,,,,,,,,,,,
"TD",1996,870,,,,,,,,,,,,,,,,,,,,
"TD",1997,,,,,,,,,,,,,,,,,,,,,
"TD",1998,,,,,,,,,,,,,,,,,,,,,
"TD",1999,2920,,,20,172,414,957,477,42,4,,,,13,28,230,458,78,16,11,
"TD",2002,3519,,,24,90,1029,794,269,37,17,,,,18,28,495,500,187,18,11,
"TD",2003,3599,,,155,256,428,549,303,191,78,,,,112,206,363,497,259,151,51,
"TD",2004,2270,,,72,141,466,415,207,61,29,,,,41,89,317,262,129,25,16,
"TD",2005,2516,,,25,194,535,409,229,123,82,,,,28,148,298,211,148,59,27,
"TD",2006,,,,,,,,,,,,,,,,,,,,,
"TD",2007,2513,,,,,,,,,,,,,,,,,,,,
"TD",2008,3309,,,63,,,1543,584,,,,,,78,,,777,264,,,
"TG",1980,,,,,,,,,,,,,,,,,,,,,
"TG",1981,,,,,,,,,,,,,,,,,,,,,
"TG",1982,,,,,,,,,,,,,,,,,,,,,
"TG",1983,,,,,,,,,,,,,,,,,,,,,
"TG",1984,,,,,,,,,,,,,,,,,,,,,
"TG",1985,,,,,,,,,,,,,,,,,,,,,
"TG",1986,,,,,,,,,,,,,,,,,,,,,
"TG",1987,,,,,,,,,,,,,,,,,,,,,
"TG",1988,,,,,,,,,,,,,,,,,,,,,
"TG",1989,,,,,,,,,,,,,,,,,,,,,
"TG",1990,,,,,,,,,,,,,,,,,,,,,
"TG",1991,,,,,,,,,,,,,,,,,,,,,
"TG",1992,,,,,,,,,,,,,,,,,,,,,
"TG",1993,545,,,,,,,,,,,,,,,,,,,,
"TG",1994,,,,,,,,,,,,,,,,,,,,,
"TG",1995,887,,,7,95,151,123,82,64,49,,,,9,80,96,45,38,23,15,
"TG",1996,913,,,11,95,153,134,89,37,50,,,,12,89,117,45,45,15,19,
"TG",1997,935,,,,,,,,,,,,,,,,,,,,
"TG",1998,904,,,13,85,177,136,86,48,36,,,,15,95,113,52,36,17,18,
"TG",1999,904,,,11,92,169,124,80,42,37,,,,7,88,123,64,32,25,10,
"TG",2000,984,,,4,101,168,144,109,48,39,,,,13,107,124,50,36,24,15,
"TG",2001,,,,,,,,,,,,,,,,,,,,,
"TG",2002,1203,,,10,140,239,166,104,55,40,,,,12,125,148,79,43,29,13,
"TG",2003,1306,,,10,126,229,192,120,66,57,,,,15,102,149,80,55,26,28,
"TG",2004,1608,,,9,145,286,233,143,69,66,,,,12,150,205,103,55,37,28,
"TG",2005,1798,,,11,177,320,283,125,79,69,,,,23,157,236,146,67,41,32,
"TG",2006,2131,,,15,174,358,344,183,94,79,,,,29,214,268,170,96,58,49,
"TG",2007,1796,,0,7,156,309,276,170,73,66,,,0,17,184,256,150,67,35,30,
"TG",2008,2234,,,15,194,379,338,214,113,78,0,,,29,202,302,170,94,47,59,0
"TH",1980,,,,,,,,,,,,,,,,,,,,,
"TH",1981,,,,,,,,,,,,,,,,,,,,,
"TH",1982,,,,,,,,,,,,,,,,,,,,,
"TH",1983,,,,,,,,,,,,,,,,,,,,,
"TH",1984,,,,,,,,,,,,,,,,,,,,,
"TH",1985,,,,,,,,,,,,,,,,,,,,,
"TH",1986,,,,,,,,,,,,,,,,,,,,,
"TH",1987,,,,,,,,,,,,,,,,,,,,,
"TH",1988,,,,,,,,,,,,,,,,,,,,,
"TH",1989,,,,,,,,,,,,,,,,,,,,,
"TH",1990,,,,,,,,,,,,,,,,,,,,,
"TH",1991,,,,,,,,,,,,,,,,,,,,,
"TH",1992,,,,,,,,,,,,,,,,,,,,,
"TH",1993,,,,,,,,,,,,,,,,,,,,,
"TH",1994,20260,,,,,,,,,,,,,,,,,,,,
"TH",1995,20273,,,59,1191,2936,2948,2434,2607,2346,,,,52,741,888,782,936,1175,1178,
"TH",1996,16997,,,54,1088,2857,2496,1935,2004,1772,,,,50,598,844,683,718,918,980,
"TH",1997,13214,,,53,864,2336,2101,1488,1434,1326,,,,38,545,725,504,475,633,690,
"TH",1998,7962,,,11,427,1153,1098,892,945,985,,,,17,297,401,317,386,475,558,
"TH",1999,14934,,,20,791,2123,2015,1702,1705,1795,,,,30,511,771,676,750,879,1164,
"TH",2000,17754,,,27,859,2570,2380,2117,1908,2213,,,,32,624,1035,780,873,1016,1321,
"TH",2001,28363,,,37,1868,5192,4516,3269,2617,2912,,,,58,999,1550,1231,1251,1265,1777,
"TH",2002,25593,,,35,1352,3805,3699,3155,2556,3077,,,,61,897,1525,1212,1143,1307,1769,
"TH",2003,28459,,,41,1636,4615,4259,3497,2740,3241,,,,49,944,1678,1350,1279,1264,1866,
"TH",2004,28421,,,46,1421,4211,4542,3831,2787,3379,,,,50,951,1602,1335,1217,1203,1846,
"TH",2005,29762,,,44,1344,3814,4393,4003,2831,3407,,,,57,907,1662,1334,1367,1259,1938,
"TH",2006,29081,,,43,1276,3732,4664,4055,3084,3732,,,,65,884,1542,1379,1349,1287,1989,
"TH",2007,28487,,,48,1261,3398,4487,4168,3122,3748,,,,50,885,1481,1418,1302,1281,1938,
"TH",2008,28788,,,66,1222,3374,4425,4164,3167,3836,,,,77,865,1513,1345,1407,1276,2051,
"TJ",1980,,,,,,,,,,,,,,,,,,,,,
"TJ",1981,,,,,,,,,,,,,,,,,,,,,
"TJ",1982,,,,,,,,,,,,,,,,,,,,,
"TJ",1983,,,,,,,,,,,,,,,,,,,,,
"TJ",1984,,,,,,,,,,,,,,,,,,,,,
"TJ",1985,,,,,,,,,,,,,,,,,,,,,
"TJ",1986,,,,,,,,,,,,,,,,,,,,,
"TJ",1987,,,,,,,,,,,,,,,,,,,,,
"TJ",1988,,,,,,,,,,,,,,,,,,,,,
"TJ",1989,,,,,,,,,,,,,,,,,,,,,
"TJ",1990,,,,,,,,,,,,,,,,,,,,,
"TJ",1991,,,,,,,,,,,,,,,,,,,,,
"TJ",1992,,,,,,,,,,,,,,,,,,,,,
"TJ",1993,,,,,,,,,,,,,,,,,,,,,
"TJ",1994,,,,,,,,,,,,,,,,,,,,,
"TJ",1995,1042,,,,,,,,,,,,,,,,,,,,
"TJ",1996,232,,,4,22,25,23,12,12,4,,,,5,18,26,46,20,11,4,
"TJ",1997,373,,,8,16,38,26,18,12,8,,,,7,17,33,24,17,12,9,
"TJ",1998,435,,,9,67,90,48,18,22,10,,,,2,33,60,37,21,10,8,
"TJ",1999,0,,,,,,,,,,,,,,,,,,,,
"TJ",2000,434,,,,,,,,,,,,,,,,,,,,
"TJ",2001,719,,,8,129,152,89,43,17,16,,,,0,61,83,62,25,11,8,
"TJ",2002,687,,,7,134,133,66,45,28,19,,,,6,69,84,46,29,15,6,
"TJ",2003,0,,,,,,,,,,,,,,,,,,,,
"TJ",2004,1058,,,7,146,90,58,34,12,10,,,,11,77,59,41,23,17,16,
"TJ",2005,1745,0,8,8,308,279,164,104,54,48,0,0,26,26,225,185,151,89,43,53,0
"TJ",2006,2051,,,,,,,,,,,,,,,,,,,,
"TJ",2007,2228,,,13,413,361,194,132,63,65,0,,,21,329,243,154,92,61,87,0
"TJ",2008,2057,0,7,7,437,358,165,113,52,64,0,0,25,25,290,211,121,101,40,73,0
"TK",1980,,,,,,,,,,,,,,,,,,,,,
"TK",1981,,,,,,,,,,,,,,,,,,,,,
"TK",1982,,,,,,,,,,,,,,,,,,,,,
"TK",1983,,,,,,,,,,,,,,,,,,,,,
"TK",1984,,,,,,,,,,,,,,,,,,,,,
"TK",1985,,,,,,,,,,,,,,,,,,,,,
"TK",1986,,,,,,,,,,,,,,,,,,,,,
"TK",1987,,,,,,,,,,,,,,,,,,,,,
"TK",1988,,,,,,,,,,,,,,,,,,,,,
"TK",1989,,,,,,,,,,,,,,,,,,,,,
"TK",1990,,,,,,,,,,,,,,,,,,,,,
"TK",1991,,,,,,,,,,,,,,,,,,,,,
"TK",1992,,,,,,,,,,,,,,,,,,,,,
"TK",1994,0,,,,,,,,,,,,,,,,,,,,
"TK",1995,1,,,,,,,,,,,,,,,,,,,,
"TK",1996,0,,,,,,,,,,,,,,,,,,,,
"TK",1999,0,,,,,,,,,,,,,,,,,,,,
"TK",2000,0,,,,,,,,,,,,,,,,,,,,
"TK",2001,0,,,,,,,,,,,,,,,,,,,,
"TK",2002,,,,,,,,,,,,,,,,,,,,,
"TK",2003,0,,,,,,,,,,,,,,,,,,,,
"TK",2004,,,,,,,,,,,,,,,,,,,,,
"TK",2005,0,,,,,,,,,,,,,,,,,,,,
"TK",2006,0,,,,,,,,,,,,,,,,,,,,
"TK",2007,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
"TK",2008,0,,,,10,10,4,9,4,,0,,,,13,6,5,6,3,4,0
"TL",2001,,,,,,,,,,,,,,,,,,,,,
"TL",2002,1090,,,13,119,145,119,107,58,35,,,,20,118,124,88,91,40,13,
"TL",2003,1027,,,5,130,135,107,98,66,41,,,,13,98,116,76,76,43,17,
"TL",2004,1014,,,5,133,134,95,99,65,48,,,,19,109,116,83,51,27,16,
"TL",2005,1035,,,8,136,149,116,119,52,47,,,,8,127,90,76,60,18,29,
"TL",2006,907,,,1,128,115,103,75,48,49,,,,8,102,76,82,63,34,23,
"TL",2007,1021,,,4,128,129,89,77,69,65,,,,10,120,98,89,76,36,31,
"TL",2008,867,,,6,115,88,93,73,52,54,0,,,4,87,72,85,67,35,36,0
"TM",1980,,,,,,,,,,,,,,,,,,,,,
"TM",1981,,,,,,,,,,,,,,,,,,,,,
"TM",1982,,,,,,,,,,,,,,,,,,,,,
"TM",1983,,,,,,,,,,,,,,,,,,,,,
"TM",1984,,,,,,,,,,,,,,,,,,,,,
"TM",1985,,,,,,,,,,,,,,,,,,,,,
"TM",1986,,,,,,,,,,,,,,,,,,,,,
"TM",1987,,,,,,,,,,,,,,,,,,,,,
"TM",1988,,,,,,,,,,,,,,,,,,,,,
"TM",1989,,,,,,,,,,,,,,,,,,,,,
"TM",1990,,,,,,,,,,,,,,,,,,,,,
"TM",1991,,,,,,,,,,,,,,,,,,,,,
"TM",1992,,,,,,,,,,,,,,,,,,,,,
"TM",1993,472,,,,,,,,,,,,,,,,,,,,
"TM",1995,544,,,1,11,188,0,79,30,0,,,,2,15,146,0,47,25,0,
"TM",1996,557,,,0,15,114,101,44,37,23,,,,2,12,75,72,25,19,18,
"TM",1997,764,,,2,14,208,77,90,69,10,,,,0,10,95,75,47,45,22,
"TM",1998,790,,,0,100,210,131,64,48,12,,,,2,59,69,43,28,16,8,
"TM",1999,964,,,5,129,225,174,77,43,17,,,,2,51,103,65,32,27,14,
"TM",2000,1017,,,16,103,185,144,127,31,21,,,,19,73,140,76,31,34,17,
"TM",2001,1243,,,1,169,295,196,93,46,21,,,,3,113,137,70,40,32,27,
"TM",2002,1254,,,2,164,249,224,112,38,21,,,,3,113,143,74,57,34,20,
"TM",2003,1197,,,3,148,265,212,112,37,14,,,,5,94,139,84,42,21,21,
"TM",2004,1103,,,0,129,250,174,123,37,12,,,,2,90,128,68,45,26,19,
"TM",2005,995,0,2,2,148,181,146,97,51,13,0,1,2,3,100,101,72,46,27,8,0
"TM",2006,1155,,,0,140,273,191,120,33,18,0,,,5,107,115,72,34,24,23,0
"TM",2007,1378,0,2,2,176,272,224,137,56,23,0,0,6,6,129,132,81,69,36,35,0
"TM",2008,1331,,,3,176,235,201,164,56,24,,,,4,126,146,81,56,29,30,
"TN",1980,,,,,,,,,,,,,,,,,,,,,
"TN",1981,,,,,,,,,,,,,,,,,,,,,
"TN",1982,,,,,,,,,,,,,,,,,,,,,
"TN",1983,,,,,,,,,,,,,,,,,,,,,
"TN",1984,,,,,,,,,,,,,,,,,,,,,
"TN",1985,,,,,,,,,,,,,,,,,,,,,
"TN",1986,,,,,,,,,,,,,,,,,,,,,
"TN",1987,,,,,,,,,,,,,,,,,,,,,
"TN",1988,,,,,,,,,,,,,,,,,,,,,
"TN",1989,,,,,,,,,,,,,,,,,,,,,
"TN",1990,,,,,,,,,,,,,,,,,,,,,
"TN",1991,,,,,,,,,,,,,,,,,,,,,
"TN",1992,,,,,,,,,,,,,,,,,,,,,
"TN",1993,1006,,,,,,,,,,,,,,,,,,,,
"TN",1994,983,,,,,,,,,,,,,,,,,,,,
"TN",1995,1243,,,,,,,,,,,,,,,,,,,,
"TN",1996,1005,,,,,,,,,,,,,,,,,,,,
"TN",1997,,,,,,,,,,,,,,,,,,,,,
"TN",1998,1196,,,11,134,206,155,108,88,95,,,,12,80,65,43,39,43,26,
"TN",1999,1066,,,18,137,221,181,106,88,129,,,,15,80,76,62,40,29,53,
"TN",2000,1099,,,16,139,208,156,109,65,101,,,,7,68,59,43,21,21,58,
"TN",2001,1077,,,23,141,185,157,103,83,100,,,,9,62,42,47,30,42,53,
"TN",2002,927,,,1,112,184,153,99,67,65,,,,6,55,50,36,28,34,37,
"TN",2003,878,,,3,100,164,129,95,66,74,,,,7,57,56,36,34,24,33,
"TN",2004,944,,,9,100,181,128,123,62,91,,,,7,44,55,39,47,19,39,
"TN",2005,915,,,5,103,172,133,115,53,81,,,,7,66,61,39,36,16,28,
"TN",2006,922,,,5,125,174,119,111,58,85,,,,3,53,52,33,33,33,38,
"TN",2007,941,,,1,124,171,117,104,71,75,,,,11,69,54,42,28,29,45,
"TN",2008,1005,,,6,130,188,118,125,80,59,,,,7,68,57,35,24,18,52,
"TO",1980,,,,,,,,,,,,,,,,,,,,,
"TO",1981,,,,,,,,,,,,,,,,,,,,,
"TO",1982,,,,,,,,,,,,,,,,,,,,,
"TO",1983,,,,,,,,,,,,,,,,,,,,,
"TO",1984,,,,,,,,,,,,,,,,,,,,,
"TO",1985,,,,,,,,,,,,,,,,,,,,,
"TO",1986,,,,,,,,,,,,,,,,,,,,,
"TO",1987,,,,,,,,,,,,,,,,,,,,,
"TO",1988,,,,,,,,,,,,,,,,,,,,,
"TO",1989,,,,,,,,,,,,,,,,,,,,,
"TO",1990,,,,,,,,,,,,,,,,,,,,,
